title,introduction,link,rating,story,illust,origin,day,genre,image,is_done_flag,tags,age
너의 미소가 함정휴재,"살기 뿜뿜 살벌한 여자 차백합과 빛나는 외모를 가린 남자 안기유!
운명처럼 짝이 된 둘의 난감 빠방 스쿨 라이프!",https://comic.naver.com/webtoon/list?titleId=741467,9.98,앵고,앵고,,,로맨스,https://image-comic.pstatic.net/webtoon/741467/thumbnail/thumbnail_IMAG21_ea059962-650e-4424-ae2c-6d1dea40fec4.jpg,TRUE,#로맨스#하이틴,전체연령가
나의 계절,"승재는 친구의 부탁에 못 이겨 같은 반 봄이와 장난삼아 사귀게 된다.
시간이 갈수록 예상치 못 한 봄이의 매력에 승재는 끌림을 느끼면서도
마지막 순간에 떠 밀리듯 최악의 선택을 하고 마는데...
승재는 이 때만 해도 알지 못했다. 봄을 시작으로 잊지 못할 계절들을 보내게 될 줄은.",https://comic.naver.com/webtoon/list?titleId=774039,9.84,박수민,박수민,,수,로맨스,https://image-comic.pstatic.net/webtoon/774039/thumbnail/thumbnail_IMAG21_41edecf6-cb3e-4b99-8dd4-d6b10aa0af8d.jpg,FALSE,#로맨스,15세 이용가
모두 너였다,"근 미래, 생체공학박사이자 클론 테스터 '유리'는 남편의 외도로 하루하루를 고통 속에 살고 있다.
그러던 어느 날, 한달 후 폐기될 운명의 최신형 연애클론 '빅터'를 테스트하기 시작한다. 
그녀는 어느샌가 빅터로부터 마음의 위안을 얻는 한편, 남편이 자신에게 저지른 끔찍한 일들을 깨닫게 되는데...!",https://comic.naver.com/webtoon/list?titleId=764128,9.96,이순기,오정호,이재익,,로맨스,https://image-comic.pstatic.net/webtoon/764128/thumbnail/thumbnail_IMAG21_1d8ee74e-24c4-43b7-aee3-52ad2f7dbe9f.jpg,TRUE,#로맨스#소설원작#완결로맨스,12세 이용가
조조코믹스휴재,"말 실수하면 모조리 처형한다!
위험한 팀장 조쉬가 벌이는 기상천외한 오피스 사형법.
‘근데 이 사형법…. 어쩐지 설레는데?’
조쉬의 기이한 행동이 불러오는 로맨스.
<조조코믹스>의 두 번째 이야기!",https://comic.naver.com/webtoon/list?titleId=774862,9.97,이동건,이동건,,,로맨스,https://image-comic.pstatic.net/webtoon/774862/thumbnail/thumbnail_IMAG21_cc92b18e-50b6-426b-bcf7-e55097b4c80b.jpg,TRUE,#로맨스#비밀연애#현실로맨스#오피스로맨스#사내연애,전체연령가
그녀석 정복기,"모든 걸 공유하는 소꿉친구, 신나와 라운. 어느 날 신나는 라운이의 이중적인 모습을 발견하게 되는데, 순둥이 같던 라운이가 사이코로 돌변한 것! 신나에게만 가면이 벗겨진 라운과, 비밀을 공유하게 된 신나. 만만하기만 했던 라운이 이제는 낯선 남자가 되어 다가온다.",https://comic.naver.com/webtoon/list?titleId=770477,9.92,강은영,강은영,,,로맨스,https://image-comic.pstatic.net/webtoon/770477/thumbnail/thumbnail_IMAG21_352e4a32-9adc-4954-a7b0-ce0ff6cd5243.jpeg,TRUE,#로맨스#완결무료#완결로맨스,12세 이용가
스치면 인연 스며들면 사랑,다른 지구에 존재감을 두고 이 쪽 지구로 넘어온 현도. 어느 날 현도의 존재를 느낄 수 있는 사람인 선화가 현도 앞에 나타난다. 아무것도 남기지 않고 살던 곳으로 돌아가려던 현도에게 희망이 생긴다. '나도 남들처럼 살 수 있지 않을까?'. 옷깃만 스쳐도 인연. 현도는 인연을 넘어 이 곳에 자연스럽게 스며들고 싶다.,https://comic.naver.com/webtoon/list?titleId=791847,9.94,을승,을승,,금,로맨스,https://image-comic.pstatic.net/webtoon/791847/thumbnail/thumbnail_IMAG21_7162237642839505208.jpg,FALSE,#로맨스#학원로맨스,전체연령가
너에게 입덕중,"“덕후지만 들키고 싶지않아!”  덕질에는 누구보다도 진심이지만 철저하게 숨기고 완벽주의의 현생을 사는 서승아, 그녀 앞에 나타나 덕질 동아리로 이끌어준 현생 덕질러 하연우. 
덕질 동아리를 통해 시작되는 취향존중 로맨스",https://comic.naver.com/webtoon/list?titleId=799226,9.87,카레,새우,,금,로맨스,https://image-comic.pstatic.net/webtoon/799226/thumbnail/thumbnail_IMAG21_2c9e59fe-766a-4d2b-b58f-415213986d3d.jpg,FALSE,#로맨스,전체연령가
이건 그냥 연애 이야기,"이제 막 연애를 시작한 세인은 뜨거운 사랑을 꿈꾸지만 어쩐지 유준과의 연애는 미지근하기만 하다.
연애의 불씨를 살리기 위해 고군분투하는 세인과 알 수 없는 태도의 유준.
거기다 자꾸만 엮이게 되는 윗집 남자 이겸까지.
순탄하지 않은 세인의 이건 그냥 연애 이야기.",https://comic.naver.com/webtoon/list?titleId=792720,9.87,이재이,이재이,,토,로맨스,https://image-comic.pstatic.net/webtoon/792720/thumbnail/thumbnail_IMAG21_7306017491928889145.jpg,FALSE,#로맨스#현실로맨스#하이퍼리얼리즘#청춘로맨스#오피스로맨스#삼각관계,12세 이용가
"너의 순정, 나의 순정","반장인 태리는 최근 계속해서 반 분위기를 흐리는 권지호 무리 때문에 스트레스를 받는다. 그러던 중 우연히 알게 된 지호의 비밀을 약점 잡아 지호를 제압하는데 성공하고, 그 일을 기점으로 지호는 태리에게 꼼짝하지 못하며 그렇게 둘의 비밀스러운(?) 상하관계가 시작되는데…",https://comic.naver.com/webtoon/list?titleId=797258,9.85,정살,정살,,화,로맨스,https://image-comic.pstatic.net/webtoon/797258/thumbnail/thumbnail_IMAG21_7293970135255232568.jpg,FALSE,#로맨스#학원로맨스,전체연령가
복수를 위한 결혼동맹휴재,"황제인 남편의 음모로 죽은 론 제국의 황후 올리비아는 빈민가에 살던 이름 모를 여인의 몸으로 다시 깨어난다.
그 후 도착한 곳은 결별한 전 약혼자이자, 쿠데타로 자리를 빼앗긴 '진짜' 황위 계승자 루카스의 공작 저.
올리비아는 정체를 숨기고 루카스에게 제안한다. 서로의 복수를 위한 결혼 동맹을 맺자고.
두 사람의 복수는 무사히 성공할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=794161,9.96,EMMA,윤희사,,,로맨스,https://image-comic.pstatic.net/webtoon/794161/thumbnail/thumbnail_IMAG21_7377801329884803120.jpg,TRUE,#로맨스#소설원작,12세 이용가
천년간 노려왔습니다,"용왕에게 토끼의 간을 바치지 못한 죄로, 
계속해서 전생의 기억을 갖고 환생을 반복하는 벌을 받은 별주부 유한별.
끝없는 환생의 굴레에서 벗어나기 위해서는 못다한 임무를 완수해야하지만...
토끼의 간을 빼앗기는 커녕 마음만 빼앗기는 현대판 별주부전!",https://comic.naver.com/webtoon/list?titleId=801428,9.91,수빈,수빈,,일,로맨스,https://image-comic.pstatic.net/webtoon/801428/thumbnail/thumbnail_IMAG21_50e8a89e-b0b6-44ad-8a98-0850328943b4.jpg,FALSE,#로맨스,12세 이용가
행운을 부탁해!,"온갖 불행을 달고 사는 불운의 주인공, '허윤!' 
그런 허윤 앞에 나타난 이상하고 아름다운 남자, '앙드레!' 
허윤을 자신의 매니저라고 부르는 앙드레의 정체는 바로, 
신을 뽑는 오디션 'SHOW ME THE GRACE'의 후보생. 
이상하게도 그의 곁에 있으면 잠시나마 행운을 맛볼 수 있다!? 
달콤한 제안에 넘어간 불행 인간 허윤과 
까다로운 은총 소유자 앙드레의 좌충우돌 계약 동거가 시작된다!",https://comic.naver.com/webtoon/list?titleId=799868,9.89,해롱,해롱,,월,로맨스,https://image-comic.pstatic.net/webtoon/799868/thumbnail/thumbnail_IMAG21_edfa4344-9f13-4a6c-8b9f-00d08cf37a1d.jpg,FALSE,#로맨스#로맨스코미디#현실로맨스#로판,전체연령가
어떤소란,"스물셋 대학생 소란은, 크리스마스에 알바 대타를 나갔다가 꿈에 그리던 이상형 권이로를 만난다.
연예인 뺨치는 외모에 다정다감 섬세하고 친절하기까지 완벽 그 자체!
아쉽게 연락처도 물어보지 못하고 헤어졌지만, 긴 휴학을 끝내고 돌아간 학교에서 권이로를 우연히 만나게 된다.
그런데 닿으면 녹을 듯 스윗하던 권이로는 어디 가고, 싸늘한 눈빛으로 소란을 모르는 사람 취급한다..?!
청춘의 한가운데에서 펼쳐지는 제법 소란스러운 캠퍼스 로맨스!",https://comic.naver.com/webtoon/list?titleId=799213,9.78,케첩,케첩,,일,로맨스,https://image-comic.pstatic.net/webtoon/799213/thumbnail/thumbnail_IMAG21_d0af8fd4-8aec-4e7f-9eca-f801c7ca01b2.jpg,FALSE,#로맨스#캠퍼스로맨스,12세 이용가
모어 라이프,"모두가 두 개의 목숨을 가진 세계! 
태어날 때부터 목숨이 하나였던 영하는 늘 주변의 걱정과 과보호 속에 자랐다.
대학생이 된 후 어렵사리 카페 알바에 도전한 영하, 그곳에서 본인보다 더 평범하지 못한 주희를 만나게 되는데...
목숨이 두 개인 세계에서 평범하지 못한 두 남녀의 목숨이 걸린 로맨스!",https://comic.naver.com/webtoon/list?titleId=771985,9.95,이아영,이아영,,,로맨스,https://image-comic.pstatic.net/webtoon/771985/thumbnail/thumbnail_IMAG21_ab69deb6-124b-47c8-ae18-7ae0b995c2b0.jpg,TRUE,#로맨스#유료화임박#완결무료#완결로맨스,전체연령가
희란국연가휴재,"누구도 사랑해주지 않았던 귀신 공주의 숨겨진 사랑 이야기. 희란국의 장군 자현은 왕의 명령으로 '귀신을 보는 공주' 소루와 결혼한다. 자현은 소루를 냉대하지만, 자현에게는 귀신을 물리치는 힘이 있었고 소루는 그의 곁에 머물길 원한다. 유일한 안식처인 자현을 위해 모든 것을 희생하려는 소루. 자현은 그런 소루가 점점 신경 쓰이는데…",https://comic.naver.com/webtoon/list?titleId=783539,9.97,MIDNIGHT STUDIO,김수지,,,로맨스,https://image-comic.pstatic.net/webtoon/783539/thumbnail/thumbnail_IMAG21_933f1e25-848e-480b-baf2-8808a8c9ee30.jpg,TRUE,#로맨스#후회물#혐관로맨스#동양풍판타지#인외존재#이세계#삼각관계#구원서사#소설원작,15세 이용가
스피릿 핑거스,"평범한 여고생, 알록달록 이상한 그림모임에 들어가다!
나만의 색을 찾아 떠나는 모험 이야기!",https://comic.naver.com/webtoon/list?titleId=654809,9.98,한경찰,한경찰,,,로맨스,https://image-comic.pstatic.net/webtoon/654809/thumbnail/thumbnail_IMAG21_4135774729156180321.jpg,TRUE,#로맨스#동아리#성장드라마#감성드라마#완결무료#완결로맨스,전체연령가
도망 여주의 옆집에 살고 있습니다,도망친 여주가 기억상실증에 걸리는 로맨스 판타지 소설. 그 소설 속 여주의 옆집 주민인 세이나로 빙의해 버렸다. 그런데… 왜 자꾸 남주 후보들이 나한테 관심을 갖는 건데?,https://comic.naver.com/webtoon/list?titleId=805705,9.93,벨루하,김산군,,매일+,로맨스,https://image-comic.pstatic.net/webtoon/805705/thumbnail/thumbnail_IMAG21_31149027-5d34-4f93-a1d7-e0da57613a6d.jpg,FALSE,#로맨스,전체연령가
구사일생 로맨스,"단역과 엑스트라를 전전하는 무명 여배우 김은홍.
9년 사귄 남자친구한테 차이고 술에 취해 귀가하던 중 엘제이제약 대표 이강일과 사건에 휘말린다.
그런데 갑자기 10억을 줄 테니 약혼하자는 강일.
“김은홍 씨가 없으면 내가 살 수가 없으니까.”
내가 없으면 죽는다고?! 그 남자를 위해 연기하는 은홍의 목숨을 건(?) 로맨스!",https://comic.naver.com/webtoon/list?titleId=783534,9.91,해부기,서정,수(秀)​,,로맨스,https://image-comic.pstatic.net/webtoon/783534/thumbnail/thumbnail_IMAG21_2fee6e6d-99f8-4629-8f9a-dfcc49fcb3ad.jpg,TRUE,#로맨스#연예계#소설원작#완결로맨스,전체연령가
이 짝사랑은 억울하다!,"10년지기 소꿉친구 윤서아를 짝사랑하는 김강우. 그런데 윤서아의 눈길이 향하는 곳은… 강우와 똑같은 외모와 똑같은 성격과 똑같은 취향, 자타공인 거의 복제인간과 다를 바 없는 쌍둥이 형 김상우…? 설마 너…?? 짝사랑이 이보다 억울할 수 없다!!",https://comic.naver.com/webtoon/list?titleId=795537,9.88,김밀콩,김밀콩,,수,로맨스,https://image-comic.pstatic.net/webtoon/795537/thumbnail/thumbnail_IMAG21_3991990516407743330.jpg,FALSE,#로맨스#짝사랑#현실로맨스#청춘로맨스#캠퍼스로맨스#친구>연인#삼각관계,전체연령가
발칙한 춘향,"지금까지 우리가 알던 춘향전은 가라. 이미 혼인을 하고 나타난 이몽룡을 시원하게 걷어차버린 성춘향. 
그녀가 선택한 남자는? 자신을 옥에 갇히게 한 남자, 변태로 소문난 변학도?
그런데, 이 변학도… 존잘남에 뒷배도 든든, 능력도 어마무시한 데다 섹시하기가 이를 데 없다!",https://comic.naver.com/webtoon/list?titleId=805429,9.89,이Zen,Jean,금은정,매일+,로맨스,https://image-comic.pstatic.net/webtoon/805429/thumbnail/thumbnail_IMAG21_c080faf4-f751-4c7c-99a9-7d254e658ea8.jpg,FALSE,#로맨스#소설원작,15세 이용가
동생친구,"사고로 부모님이 돌아가신 후 고등학생인 남동생과 둘이 살고 있는 대학교 3학년 가은.
아픔을 겉으로 티내지 않고 밝고 자신감 있게 살고 있다고 본인은 생각 중이다.
딱 자기 취향이었던 남자 친구에게 차인 후 더 이상 연애를 하지 않겠다고 생각했지만,
어릴 때부터 알고 지내던 아는 동생 도완, 동생의 반 반장 상우,알바 중인 미술학원 수강생 준과 엮이며
별안간 연하남들의과 미묘한 분위기가 된다.
동생 친구와 결혼하기로 했다며 친구들에게 청첩장을 건네는 가은. 과연 셋 중 누구와 결혼하게 될까...?",https://comic.naver.com/webtoon/list?titleId=767874,9.94,님니,님니,,,로맨스,https://image-comic.pstatic.net/webtoon/767874/thumbnail/thumbnail_IMAG21_7291385216975921457.jpg,TRUE,#로맨스#소꿉친구#청춘로맨스#연상연하#역하렘#삼각관계#완결무료#완결로맨스,전체연령가
바른연애 길잡이,"매일 다이어리에 세워 둔 계획을 지키며 바른 생활을 실천하는 정바름.
하지만 동아리 선배에게 느끼는 연애 감정만큼은 계획처럼 진행되지 않는데...
모두의 로망을 충족시켜 줄 설렘 달달 캠퍼스 로맨스!",https://comic.naver.com/webtoon/list?titleId=703852,9.46,남수,남수,,,로맨스,https://image-comic.pstatic.net/webtoon/703852/thumbnail/thumbnail_IMAG21_7005692707015648055.jpg,TRUE,#로맨스#동아리#캠퍼스로맨스#역하렘#삼각관계#완결로맨스,전체연령가
이븐 모어,"끝이 좋지 않았던 첫사랑은 불시에 나타나 우연의 세계를 뒤흔들었다.
여름이 타는 줄도, 가을이 지는 줄도 모르고 좋아했던 그때와 다르게, 
열아홉과 서른하나의 간극을 또렷하게 지닌 채로.",https://comic.naver.com/webtoon/list?titleId=785726,9.9,성,토피,달로,,로맨스,https://image-comic.pstatic.net/webtoon/785726/thumbnail/thumbnail_IMAG21_7076342905433045350.jpg,TRUE,#로맨스#소설원작#완결로맨스,전체연령가
가족같은 XX휴재,"탑 배우 한나나는 우연히 갈 곳 없는 고등학생 유성우를 집에 들인다.
아슬아슬한 동거가 시작된 가운데, 갑자기 좋아하던 선배 이한이 다가오기 시작하는데..?!
가족 같은 남자와 가족이 되고 싶은 남자, 누가 진짜 가족이 될까?",https://comic.naver.com/webtoon/list?titleId=790239,9.94,서우현,서우현,,,로맨스,https://image-comic.pstatic.net/webtoon/790239/thumbnail/thumbnail_IMAG21_f53ea3ad-530a-4c7f-9935-967f27a8f3f0.jpg,TRUE,#로맨스#2020 지상최대공모전#계약연애#연예계#삼각관계,15세 이용가
같은 학교 친구휴재,"항상 바른 자세를 하는 같은 반 친구 겨울이.
요한이는 그런 겨울이가 왠지 신경 쓰인다. 
그때 마침 짝이 된 두 사람. 가까워진 자리만큼 마음의 거리가 좁혀져 간다.
두근대는 심장 소리.
피어오르는 얼굴의 이 열기를 뭐라고 부르면 좋은 걸까?
어쩔 줄 모르는 소년소녀의 첫사랑 이야기.",https://comic.naver.com/webtoon/list?titleId=774832,9.97,유유,유유,,,로맨스,https://image-comic.pstatic.net/webtoon/774832/thumbnail/thumbnail_IMAG21_12771bf7-d4aa-465b-b0cd-288df0445bab.jpg,TRUE,#로맨스#러블리#2020 지상최대공모전#하이틴#학원로맨스,전체연령가
NG불가,"드라마 덕후 '류재린', 드라마 각본 속의 세상으로 들어오게 되다! 그것도 최애캐를 연기한 배우, '이안'과 함께.
여기서 살아남으려면 여주 역할을 해내며 최애캐와 사랑을 연기해야만 한다는데..?!
인기 배우와 찐팬 덕후의 생존 로맨스",https://comic.naver.com/webtoon/list?titleId=774022,9.96,고선영,고선영,,,로맨스,https://image-comic.pstatic.net/webtoon/774022/thumbnail/thumbnail_IMAG21_7005408822528784433.jpg,TRUE,#로맨스#2020 지상최대공모전#동양풍판타지#완결무료#완결로맨스,12세 이용가
사랑과 평강의 온달!,"교육직 공무원인 박사랑, 그녀에게는 평생을 바쳐서라도 꼭 해야 하는 일이 있다. 바로 사촌 동생인 평강이(전생 평강공주)의 진짜 인연 '온달'을 찾아주는 것! 
그런데 온달을 찾고, 연을 맺어주느라 바쁜 사랑 앞에 미남들이 꼬이는데?!",https://comic.naver.com/webtoon/list?titleId=773187,9.97,한기주,일,,,로맨스,https://image-comic.pstatic.net/webtoon/773187/thumbnail/thumbnail_IMAG21_7148673005754004577.jpg,TRUE,#로맨스#회귀#완결무료#완결로맨스,12세 이용가
수호하는 너에게,"영매로 태어나 귀신을 피해 살아온 태남.
무당인 할머니의 보호 아래 한정된 생활을 하며 살았지만, 대학교에 진학하며 드디어 자유를 찾았다!
게다가 입학식에서 만난 동기 성결의 수호령은 주변 귀신들을 퇴치시키는 장군신급 능력을 가진 신,
태남은 성결과 함께 자유로운 대학생활을 만끽할 수 있을까?",https://comic.naver.com/webtoon/list?titleId=783106,9.93,김순돌,김순돌,,,로맨스,https://image-comic.pstatic.net/webtoon/783106/thumbnail/thumbnail_IMAG21_2d29a43b-0265-4ab7-8dca-2b8bfd656ac1.jpg,TRUE,#로맨스#유료화임박#완결무료#완결로맨스,12세 이용가
불편한 관계휴재,"회사 동료 '정이라'와 '공은도'는 서로의 이별을 위로하며 술자리를 갖고 다음날 아침 함께 눈을 뜬다. 
하루 아침에 동료에서 '불편한 관계'로 전락한 두 사람! 
어젯밤, 우리 사이에 무슨 일이?!",https://comic.naver.com/webtoon/list?titleId=768468,9.97,잔스,잔스,,,로맨스,https://image-comic.pstatic.net/webtoon/768468/thumbnail/thumbnail_IMAG21_3762585292262093107.jpg,TRUE,#로맨스#비밀연애#현실로맨스#직진남#오피스로맨스#사내연애,15세 이용가
우리 은하,"하렘 만화 오타쿠 ‘나은하’는 어느 날 신의 도움으로 미소녀 미소년들이 가득한 학교로 전학을 가게 된다. 
여기선 모두가 날 좋아해! 하렘 라이프 최고! 
그런데 ‘이우주’가 전학을 오고 나서는 이상한 일들이 생기는데...
‘난 하렘 주인공이 아니었어...?’ 
우당탕탕 은하의 하렘 공략기!",https://comic.naver.com/webtoon/list?titleId=793113,9.71,녕,녕,,수,로맨스,https://image-comic.pstatic.net/webtoon/793113/thumbnail/thumbnail_IMAG21_7076392177348327014.jpg,FALSE,#로맨스#2021 지상최대공모전#학원로맨스#역하렘,전체연령가
숲속에서 공작이 주운 것은,"엘리시아 크레드가 돌아왔다. 10살의 몸으로.
그건 좋은데, 왜 하필 이 시점이야?
한밤중 숲에서 들개들의 먹이가 될 뻔한 그녈 구해준 인물은 온갖 위험한 소문의 주인공, 발른 공작인데.
죽이려고 혈안이 된 새어머니와, 냉대하고 방치하는 아버지 때문에 29번의 삶을 불행 속에서 살아왔다.
이번은 신이 준 마지막 기회. 엘리시아는 공작의 도움을 받아 운명을 바꿔 나간다.",https://comic.naver.com/webtoon/list?titleId=801590,9.95,이재원,젭,MON쉘,매일+,로맨스,https://image-comic.pstatic.net/webtoon/801590/thumbnail/thumbnail_IMAG21_ecb6616d-4f58-4a60-843b-690c593d8bdc.jpg,FALSE,#로맨스#소설원작,전체연령가
낮에 뜨는 달,"시간이 멈춘 남자와 흘러가는 여자.

과거와 현재를 오가는 갈등에 대한 이야기.",https://comic.naver.com/webtoon/list?titleId=551649,9.93,헤윰,헤윰,,,로맨스,https://image-comic.pstatic.net/webtoon/551649/thumbnail/thumbnail_IMAG21_7221630172870686053.jpg,TRUE,#로맨스#혐관로맨스#계약연애#구원서사#완결로맨스,12세 이용가
이번 생도 잘 부탁해,"전생을 기억하는 삶은 어떨까? 매번 전생을 기억하는 무료한 삶을 살던 18회차 인생, 윤주원이란 이름으로 살던 12살에 서하를 만나게 된다.
특별할 거 없던 그 아이가 무료한 삶을 특별하게 만들어주었지만 교통사고로 18회차 인생이 끝나고 만다.
다시 태어난 19회차 인생, 윤주원에서 반지음이란 이름으로 다시 서하를 만나러 간다.",https://comic.naver.com/webtoon/list?titleId=746858,9.98,이혜,이혜,,,로맨스,https://image-comic.pstatic.net/webtoon/746858/thumbnail/thumbnail_IMAG21_7306020803348674360.jpg,TRUE,#로맨스#폭스남#재회#구원서사#완결로맨스,전체연령가
연애의 발견,"5년 전, 가슴 아픈 첫사랑과 홀로 이별한 ‘여름’.
공허한 아픔을 뒤로하고 다시 일어날 기회를 준 건 새로운 남자친구 ‘하진’이었다.
하지만 사랑하는 하진이 가진 타인과 선 자리,
분노한 여름은 하진의 선 자리로 향하는데…
그곳에서 첫사랑이었던 강태하를 만난다.
강태하, 네가 왜 여기에 있어?!",https://comic.naver.com/webtoon/list?titleId=795123,9.81,별곡,멍짖,,,로맨스,https://image-comic.pstatic.net/webtoon/795123/thumbnail/thumbnail_IMAG21_3991422239939703397.jpg,TRUE,#로맨스#유료화임박#스핀오프#완결무료#완결로맨스,전체연령가
힙한남자,"국내 요가복 회사 2위 ‘립앤힙’의 대표인 성가은,
그토록 찾던 물복반 딱복반 엉덩이를 만나다..?!
<구구까까> 혜니 작가의 신작!",https://comic.naver.com/webtoon/list?titleId=758619,9.89,혜니,혜니,,,로맨스,https://image-comic.pstatic.net/webtoon/758619/thumbnail/thumbnail_IMAG21_3545236929582883942.jpg,TRUE,#로맨스#유료화임박#로맨스코미디#직업드라마#인플루언서#완결무료#완결로맨스,15세 이용가
홍천기,"백유화단의 천방지축 화공 홍천기(洪天起)는 동짓날 밤, 하늘에서 떨어진 남자를 줍게 된다.
이 세상 사람이 아닌 듯 고운 외모의 남자를 보며 홍천기는 그가 자신의 운명의 사람이라 믿는다.
어린 시절 알 수 없는 사고에 휘말려 맹인이 된 남자 하람.
온통 붉은색밖에 보이지 않는 그는 홍천기를 만난 후 자신의 눈을 둘러싼 비밀을 알게 되는데…….",https://comic.naver.com/webtoon/list?titleId=778748,9.96,LICO,정은궐,,,로맨스,https://image-comic.pstatic.net/webtoon/778748/thumbnail/thumbnail_IMAG21_127ce854-686a-4ca9-b77f-1f2311cf646e.jpeg,TRUE,#로맨스#유료화임박#퓨전사극#소설원작#완결무료#완결로맨스,15세 이용가
[드라마원작] 유미의 세포들,"유미는 지금 무슨 생각을 하고 있을까?
그녀의 머릿속에서 바쁘게 움직이는 세포들 이야기!",https://comic.naver.com/webtoon/list?titleId=651673,9.93,이동건,이동건,,,로맨스,https://image-comic.pstatic.net/webtoon/651673/thumbnail/thumbnail_IMAG21_7220451320315078197.jpg,TRUE,#로맨스#드라마&영화 원작웹툰#완결로맨스,12세 이용가
남주의 첫날밤을 가져버렸다,"소설 속 엑스트라인 백작 영애 리플리로 빙의 된 여주인공.
이왕 이렇게 된 거 전생에 경험하지 못한 귀족의 화려하고 풍족한 삶을 만끽하기로 한다.
파티장 구석에서 혼자 술을 즐긴 것까진 기억나는데… 
다음날 깨어보니 남주의 침대에 누워있는 것 아닌가!",https://comic.naver.com/webtoon/list?titleId=749639,9.98,티바,MSG,황도톨,,로맨스,https://image-comic.pstatic.net/webtoon/749639/thumbnail/thumbnail_IMAG21_3978196026278623280.jpg,TRUE,#로맨스#집착물#선결혼후연애#빙의#로판#까칠남#소설원작#완결로맨스,15세 이용가
혁명 뒤 공주는,"“지금 이 자리에서 적폐 왕조의 마지막 왕녀를 처단하고, 공화정을 선포한다.”
혁명으로 인해 죽은 공주 루미나. 그녀는 전생의 기억을 가지고 한국에서 환생하여 평범한 회사원이 된다.
전생에 구를 대로 굴렀으니 이제는 편하게 살고 싶은데, 전생의 인연들이 나타나 그녀의 회사생활을 방해한다!",https://comic.naver.com/webtoon/list?titleId=783526,9.96,으앵,으앵,,,로맨스,https://image-comic.pstatic.net/webtoon/783526/thumbnail/thumbnail_IMAG21_7291949232953635171.jpg,TRUE,#로맨스#최강자전#2021 최강자전#완결무료#완결로맨스,전체연령가
그들이 사귀는 세상,"비연애를 선언한 그날, 세울의 인생에 한 번도 없었던 세 명의 남자가 눈 앞에 나타난다. 
꿈에 그리던 이상형, 평생 친구일 줄 알았던 남사친, 그리고 현실적인 조건이 우수한 소개팅남까지 한꺼번에 등장한다. 
세울은 과연 자신의 비연애에 대한 신념을 끝까지 지켜나갈 수 있을까?",https://comic.naver.com/webtoon/list?titleId=764130,9.95,율로,율로,,,로맨스,https://image-comic.pstatic.net/webtoon/764130/thumbnail/thumbnail_IMAG21_7077799551393019444.jpg,TRUE,#로맨스#삼각관계#완결무료#완결로맨스,12세 이용가
2022 그걸 네가 왜!,"""남의 차에 네가 블루투스를 왜 연결해?!""
이게 맞나 싶은 커플논쟁, 끝내러 왔습니다..!
(참고로 담당자는 패딩 지퍼까지는 괜찮다고 합니다)",https://comic.naver.com/webtoon/list?titleId=795487,9.9,네이버웹툰 작가,네이버웹툰 작가,,,로맨스,https://image-comic.pstatic.net/webtoon/795487/thumbnail/thumbnail_IMAG21_7364854579729676595.jpg,TRUE,#로맨스#완결무료#완결로맨스,전체연령가
완벽한 쇼윈도,"""우리 이렇게 설레도 괜찮은 걸까?

9시 통금, 짧은 치마 금지, 결혼이 아니면 독립 금지.
K-유교 집안에서 자라 자유를 꿈꾸는 희원과
K-종갓집 아들로 대를 잇기 위해 온갖 맞선 자리에 시달리는 지환.

자유를 위한 두사람의
아슬아슬한 계획은 성공할 수 있을 것인지?!""",https://comic.naver.com/webtoon/list?titleId=806866,9.93,랑땡,로즈빈,,매일+,로맨스,https://image-comic.pstatic.net/webtoon/806866/thumbnail/thumbnail_IMAG21_4a8441a3-3edd-4ca8-b489-7bb2ddcb3bf1.jpg,FALSE,#로맨스#소설원작,12세 이용가
희망강림,"""본 컨텐츠는 기획재정부의 브랜드 웹툰으로 야옹이 작가가 전하는 희망강림 입니다""
기획재정부 사무관 주상혁과 작가 지망생 현이수의 까칠 케미 로맨스",https://comic.naver.com/webtoon/list?titleId=766982,5.53,야옹이,야옹이,,,로맨스,https://image-comic.pstatic.net/webtoon/766982/thumbnail/thumbnail_IMAG21_3474303036378342195.jpg,TRUE,#로맨스#완결무료#완결로맨스,전체연령가
집사가 되어줘,"교통사고로 죽은 ’사라’는 고양이 신의 은혜로 다시 살아나지만 비가 오는 날이면 고양이로 변하는 몸이 돼버린다.
이 마법을 풀 수 있는 방법은 단 하나, 고양이를 진심으로 사랑하고 위하는 운명의 집사를 만나 사랑에 빠져 입을 맞춰야 한다.
운명의 집사를 찾기 위해 고군분투하는 사라,  그러던 어느 날 사라는  누군가 고양이를 죽이는 장면을 목격하게 되고 살묘범에게 쫓기기 시작한다.
엎친 데 덮친 격 고양이로 변하는 것도 모자라 살묘범에게 쫓기는 신세가 된 사라. 과연 사라는 이 상황을 헤쳐나가 운명의 집사를 찾을 수 있을 것인가 ?",https://comic.naver.com/webtoon/list?titleId=799464,9.94,bdo,bdo,,매일+,로맨스,https://image-comic.pstatic.net/webtoon/799464/thumbnail/thumbnail_IMAG21_822f8fe5-d4d3-43c7-98e0-75131c24c6cd.jpg,FALSE,#로맨스,전체연령가
